,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
1063,8.5,0.47,0.3,3.0,0.077,30.3,134.6,0.9977,3.35,0.52,9.5,4.0
1064,10.7,0.45,0.33,2.5,0.098,20.0,37.9,1.0082,3.166271291512043,0.71,10.7,4.4
1065,8.6,0.21,0.51,1.9,0.09,9.1,22.9,1.0090000000000001,3.35,0.67,10.3,4.1
1066,6.7,0.67,0.07,2.4,0.08900000000000001,17.2,81.9,0.9919,3.31,0.53,9.9,4.9
1067,13.2,0.46,0.52,2.2,0.071,12.1,35.0,1.0179,3.08,0.56,9.1,6.2
1068,11.8,0.41,0.54,1.5,0.096,22.0,40.5,1.0148,3.06,0.76,9.8,6.9
1069,7.0,0.16,0.45,2.5,0.069,16.7,31.3,0.9925,3.33,0.54,12.3,6.1
1070,11.0,0.68,0.54,2.3,0.084,6.1,12.9,1.0255,3.13,0.71,9.7,5.7
1071,7.4,0.68,0.07,2.5,0.057,5.0,9.0,0.988,3.42,0.55,10.8,4.2
1072,9.5,0.69,0.11,2.8,0.078,6.1,31.0,0.9968,3.15,0.71,10.3,6.4
1073,7.1,0.72,0.0,1.9,0.081,14.1,35.2,0.9835,3.4,0.55,9.4,4.7
1074,7.0,0.65,0.02,2.1,0.066,8.0,24.5,1.0036,3.45,0.67,9.6,5.9
1075,9.0,0.76,0.04,1.6,0.078,4.0,13.9,0.9956,3.2691633365327273,0.55,9.5,3.9
1076,8.0,0.3,0.63,1.6,0.08199999999999999,16.1,29.4,1.0058,3.31,0.78,10.7,5.4
1077,7.4,0.52,0.12,1.9,0.163,4.0,12.1,0.9966,3.16,0.85,9.3,4.4
1078,7.2,0.53,0.07,1.4,0.073,4.9,20.1,0.9837,3.32,0.81,9.7,6.0
1079,8.8,0.54,0.04,2.2,0.11699999999999999,13.8,55.5,1.0063,3.22,0.6,11.0,6.1
1080,8.0,0.63,0.35,2.8,0.086,28.3,51.2,,3.26,0.63,10.6,5.1
1081,9.2,0.73,0.23,2.1,0.069,5.1,20.2,1.0007,3.13,0.59,10.0,4.4
1082,5.2,0.34,0.0,1.8,0.051,26.9,62.7,1.0054,3.63,0.8,14.0,6.3
1083,6.6,0.84,0.03,2.3,0.059000000000000004,31.5,48.1,1.0069,3.49,0.56,12.3,7.8
1084,12.1,0.57,0.58,1.9,0.07,5.0,17.9,,3.12,0.63,10.0,5.7
1085,8.9,0.41,0.64,2.2,0.09300000000000001,8.9,42.2,0.9852,3.46,0.66,10.7,4.7
1086,7.8,0.64,0.03,1.9,0.086,13.8,57.7,0.9983,3.4,0.46,10.3,4.6
1087,7.6,0.26,0.26,2.0,0.052000000000000005,18.9,76.2,0.9889,3.16,0.8,10.9,5.5
1088,9.5,0.42,0.35,2.1,0.083,16.6,37.4,1.0051,3.23,0.66,11.2,7.5
1089,7.2,0.89,0.1,1.8,0.07400000000000001,20.2,55.9,1.0019,3.4,0.57,9.3,4.3
1090,8.6,0.4,0.41,2.0,0.057,15.0,40.3,0.9833,3.22,0.58,12.3,6.0
1091,8.2,0.26,0.42,2.0,0.081,11.1,26.9,1.0059,3.23,0.81,9.4,6.3
1092,11.4,0.18,0.5,4.0,0.105,4.0,23.1,0.9877,3.24,0.97,10.1,4.9
1093,6.5,0.34,0.27,2.8,0.067,8.1,44.9,0.9829,3.2,0.57,12.1,6.5
1094,6.5,0.84,0.03,2.3,0.059000000000000004,31.5,47.9,1.0001,3.5,0.56,12.5,6.5
1095,9.9,0.25,0.49,2.7,0.08900000000000001,15.2,32.8,1.0188,3.38,0.9,10.0,6.2
1096,8.6,0.48,0.28,1.9,0.109,20.2,134.9,1.0072,2.94,1.97,9.9,5.4
1097,7.5,0.65,0.0,1.8,0.075,12.9,39.4,1.0001,3.47,0.56,9.3,5.8
1098,6.1,0.39,0.15,1.8,0.07200000000000001,5.9,19.0,1.0053,3.36,0.57,9.5,5.2
1099,8.7,0.64,0.17,2.9,0.084,24.6,129.9,1.0118,3.26,0.54,9.6,5.4
1100,9.2,0.28,0.48,1.8,0.067,25.9,45.9,0.9902,3.35,1.03,10.6,6.5
1101,9.2,0.36,0.4,1.5,0.081,41.0,55.6,0.9928,3.47,0.73,10.9,5.8
1102,9.6,0.54,0.42,2.4,0.081,24.9,51.8,0.9888,3.18,0.72,11.5,5.7
1103,7.2,0.68,0.34,2.0,0.087,9.1,92.9,0.9992,3.28,0.61,9.7,6.0
1104,7.6,0.67,0.1,1.5,0.065,27.1,55.4,0.9957,3.3538979618438796,0.51,9.4,4.6
1105,7.6,0.43,0.29,2.1,0.075,19.0,66.5,,3.42,0.64,9.7,4.7
1106,8.3,0.32,0.41,2.3,0.09699999999999999,3.0,9.1,1.0079,3.29,0.55,12.1,7.1
1107,12.6,0.3,0.73,2.6,0.094,9.1,27.7,0.9868,3.23,0.77,10.7,5.7
1108,6.7,0.32,0.44,2.4,0.06,23.8,33.7,0.9977,3.24,0.78,11.6,5.8
1109,7.5,0.64,0.03,1.9,0.085,13.8,57.1,0.996,3.4,0.45,10.3,4.3
1110,9.0,0.82,0.14,2.6,0.091,8.9,23.0,0.9936,3.43,0.64,9.9,5.4
1111,7.5,0.43,0.3,2.2,0.062,6.1,11.9,1.0074,3.37,0.72,11.3,5.8
1112,7.4,0.62,0.06,2.7,0.077,15.0,86.6,0.9965,3.5,0.53,9.6,5.6
1113,6.9,0.63,0.02,1.9,0.079,18.4,29.5,1.014,3.43,0.75,9.8,5.0
1114,6.1,0.47,0.09,1.7,0.079,17.9,30.1,1.0,3.444685060391542,0.54,11.1,4.0
1115,8.2,0.28,0.6,3.0,0.10400000000000001,10.1,21.7,1.0176,3.36,0.67,10.7,5.0
1116,11.4,0.31,0.54,2.1,0.084,5.0,15.2,,2.96,0.7,9.2,6.3
1117,9.4,0.6,0.5,2.3,0.079,28.4,70.3,1.0148,3.53,0.58,9.7,5.0
1118,8.8,0.27,0.45,2.1,0.094,19.8,28.7,0.9922,3.3,0.57,11.2,6.4
1119,8.3,0.74,0.11,1.9,0.08900000000000001,16.4,61.8,0.9856,3.3115306491883034,0.83,9.3,4.7
1120,7.7,0.41,0.77,1.8,0.61,8.2,45.0,0.9883,3.08,1.25,9.5,4.9
1121,8.2,0.33,0.39,2.5,0.075,29.0,47.9,0.9803,3.31,0.88,12.4,7.0
1122,8.8,0.31,0.57,2.0,0.113,25.7,85.3,1.0038,3.281268283005749,0.53,10.0,5.7
1123,10.2,0.23,0.37,2.2,0.057,14.2,36.4,1.0143,3.24,0.49,9.3,3.8
1124,7.1,0.48,0.24,2.2,0.07,5.0,36.2,0.9959,3.39,0.49,9.5,5.2
1125,10.2,0.29,0.4,2.9,0.1,10.0,26.2,0.9956,3.54,0.91,9.7,5.4
1126,8.0,0.29,0.36,2.2,0.048,34.9,53.5,1.0127,3.28,1.01,12.5,6.3
1127,6.1,0.7,0.1,2.8,0.08199999999999999,13.0,28.3,,3.66,0.66,10.1,4.7
1128,11.9,0.37,0.56,2.1,0.07,5.0,19.1,1.0189,3.14,0.61,10.7,6.7
1129,9.3,0.53,1.0,3.4,0.615,32.0,69.7,0.9837,2.72,2.05,9.3,4.4
1130,9.6,0.66,0.34,2.6,0.094,12.1,87.3,0.9887,3.27,0.66,10.2,4.8
1131,8.3,0.67,0.15,1.9,0.08,16.9,42.1,0.9893,3.3115306491883034,0.53,9.5,6.5
1132,7.6,0.62,0.17,2.4,0.083,6.0,20.1,0.9997,3.31,0.61,10.3,5.5
1133,7.4,0.78,0.19,5.0,0.09300000000000001,18.8,97.0,1.0076,3.17,0.52,9.6,5.2
1134,10.5,0.36,0.56,2.3,0.08800000000000001,6.0,20.1,0.9919,3.16,0.71,10.9,7.9
1135,10.1,0.37,0.35,2.4,0.086,5.1,16.8,1.0062,3.202586130931108,0.65,10.6,5.7
1136,10.9,0.4,0.41,2.2,0.084,7.1,16.7,0.9986,3.06,0.67,9.3,6.5
1137,10.4,0.38,0.46,2.1,0.10400000000000001,6.1,9.9,1.0095,3.11,0.65,11.8,6.9
1138,7.7,0.35,0.21,1.9,0.07400000000000001,46.4,102.7,,3.25,0.57,9.4,4.4
1139,7.5,0.6,0.01,2.0,0.07400000000000001,13.2,38.0,1.0035,3.5,0.65,9.8,5.2
1140,7.1,0.35,0.26,1.8,0.083,32.7,74.8,0.9674,3.35,0.58,9.6,6.8
1141,6.7,0.67,0.07,1.6,0.07,15.9,61.3,0.9925,3.27,0.6,9.3,5.9
1142,10.5,0.24,0.47,2.1,0.066,6.0,24.1,1.0136,3.12,0.9,10.8,7.6
1143,8.5,0.52,0.22,2.7,0.08199999999999999,4.0,18.0,0.9997,3.25,0.56,10.0,5.9
1144,7.0,0.6,0.12,2.2,0.083,13.1,28.2,0.968,3.52,0.62,10.3,6.8
1145,8.2,0.58,0.0,2.5,0.092,18.8,57.8,,3.3175831224248142,0.65,9.3,6.2
1146,8.3,0.78,0.1,2.6,0.081,45.3,87.3,1.0044,3.4,0.52,9.9,4.8
1147,7.1,0.69,0.08,2.1,0.062,41.8,52.4,1.0013,3.5,0.6,10.2,6.7
1148,8.2,0.44,0.24,2.3,0.063,10.0,27.4,1.0051,3.3,0.53,10.2,4.8
1149,7.9,0.56,0.0,1.7,0.071,7.1,16.9,0.9999,3.3,0.64,9.4,5.9
1150,6.9,0.65,0.02,2.1,0.067,8.0,25.1,,3.46,0.67,9.5,6.1
1151,7.4,0.62,0.26,2.0,0.083,17.0,90.9,0.9954,3.23,0.58,9.9,6.8
1152,6.8,0.59,0.1,1.7,0.062,34.1,53.0,0.9885,3.45,0.67,9.7,4.5
1153,10.8,0.24,0.47,2.1,0.066,6.0,24.1,0.993,3.12,0.9,11.1,7.0
1154,9.3,0.77,0.18,2.2,0.149,10.1,104.0,1.003,2.9,1.37,10.1,6.1
1155,7.3,0.45,0.36,5.8,0.07400000000000001,12.0,87.2,0.9992,3.372055381553412,0.82,10.6,5.2
1156,6.8,0.56,0.22,1.8,0.07400000000000001,15.1,23.8,0.9893,3.42,0.82,11.1,5.7
1157,7.0,0.5,0.25,2.0,0.07,3.1,22.0,0.9993,3.19,0.63,9.3,4.5
1158,7.8,0.64,0.1,6.1,0.11699999999999999,5.1,11.1,,3.42,0.68,10.2,7.2
1159,9.3,0.41,0.48,4.6,0.07200000000000001,10.0,20.1,1.0099,3.31,0.79,12.2,7.6
1160,8.2,0.38,0.48,1.8,0.157,5.0,16.9,1.0008,3.3175831224248142,1.06,9.3,5.3
1161,6.8,0.61,0.18,1.9,0.079,18.1,85.5,1.003,3.402317747735966,0.56,9.4,5.7
1162,10.2,0.35,0.46,2.0,0.062,6.1,10.9,,3.196533657694597,0.52,12.0,6.7
1163,6.5,0.73,0.02,7.9,0.121,68.3,123.6,1.0008,3.48,0.53,9.8,5.2
1164,6.6,0.9,0.04,2.3,0.067,7.0,13.0,1.0033,3.55,0.58,10.8,6.3
1165,6.8,0.5,0.11,1.5,0.07400000000000001,15.8,49.1,0.9722,3.39,0.78,9.6,4.9
1166,9.0,0.52,0.32,1.3,0.07,9.0,29.8,,3.23,0.6,9.4,5.5
1167,8.2,0.43,0.3,3.4,0.078,6.9,33.4,0.9973,3.31,0.61,10.5,5.1
1168,6.2,0.56,0.09,1.7,0.052000000000000005,24.1,31.5,0.983,3.54,0.6,11.5,5.0
1169,6.3,0.96,0.01,2.0,0.057999999999999996,14.8,32.8,0.9987,3.64,0.46,11.2,6.1
1170,7.4,0.52,0.16,1.9,0.086,12.0,34.9,1.0163,3.39,0.62,9.5,6.9
1171,9.1,0.22,0.23,2.1,0.077,1.0,27.8,1.0046,3.46,0.88,10.5,5.8
1172,8.1,0.52,0.25,2.0,0.078,18.8,58.8,1.0042,3.323635595661325,0.48,10.2,5.0
1173,12.0,0.39,0.69,2.8,0.095,17.0,35.3,0.9971,3.08,0.61,10.7,5.8
1174,7.7,0.59,0.06,2.0,0.079,19.0,40.9,1.0121,3.38,0.62,10.2,4.9
1175,10.4,0.52,0.64,2.4,0.107,6.1,15.1,0.9976,3.11,0.66,11.8,6.7
1176,10.2,0.32,0.45,6.4,0.073,4.9,13.3,1.002,3.26,0.81,12.7,9.4
1177,8.9,0.57,0.25,2.0,0.105,8.1,21.3,0.9914,3.27,0.71,9.5,5.1
1178,7.8,0.53,0.04,1.7,0.076,16.9,31.0,0.9648,3.31,0.55,10.1,5.6
1179,8.1,0.83,0.24,2.1,0.084,5.1,12.9,,3.41,0.78,10.7,6.0
1180,5.9,0.19,0.21,1.7,0.045,56.9,132.8,0.9892,3.29,0.43,9.5,4.8
1181,10.3,0.27,0.24,2.1,0.07200000000000001,15.0,33.3,0.9947,3.18,0.66,12.9,5.9
1182,7.3,0.66,0.0,2.0,0.085,6.0,22.9,0.9883,3.62,0.94,9.9,6.7
1183,6.3,0.65,0.06,1.6,0.05,5.9,17.9,0.9909,3.54,0.54,12.3,4.8
1184,7.2,0.38,0.31,1.8,0.073,31.1,69.4,0.988,3.43,0.6,9.7,6.3
1185,8.8,0.31,0.36,2.6,0.057,10.0,38.9,1.0047,3.38,0.7,11.7,5.0
1186,8.2,0.34,0.36,1.9,0.057999999999999996,43.3,74.1,0.9987,3.19,0.8,11.9,5.6
1187,8.2,0.4,0.31,1.9,0.08199999999999999,8.2,23.8,1.0070000000000001,3.26,0.69,10.5,5.3
1188,7.7,0.55,0.19,2.1,0.08,15.0,104.0,1.0076,3.4,0.54,9.5,5.1
1189,6.6,0.57,0.02,2.1,0.11699999999999999,6.0,16.0,0.9858,3.414422694208988,0.69,9.5,5.4
1190,8.2,0.26,0.42,2.0,0.08,11.0,27.1,1.0012,3.21,0.79,9.5,5.8
1191,10.1,0.35,0.45,2.5,0.09,20.2,89.2,0.9995,3.17,0.43,9.3,4.9
1192,7.1,0.6,0.3,4.5,0.068,19.7,110.0,0.9979,3.32,1.15,10.2,4.7
1193,12.0,0.28,0.49,1.9,0.07400000000000001,10.0,21.2,0.9901,2.94,0.66,9.8,7.5
1194,8.1,0.64,0.1,2.1,0.073,24.7,59.6,1.0141,3.26,0.76,11.1,6.1
1195,9.3,0.77,0.27,2.8,0.077,24.2,56.8,0.9904,3.33,0.66,10.6,5.1
1196,7.9,0.42,0.32,2.9,0.079,28.6,58.5,0.9896,3.31,0.64,10.3,4.8
1197,12.3,0.55,0.49,2.3,0.064,5.0,27.0,1.0235,3.07,0.87,10.9,4.8
1198,11.8,0.37,0.51,2.0,0.11900000000000001,7.0,19.9,0.9973,3.26,0.76,10.2,5.5
1199,5.7,0.61,0.11,1.8,0.066,17.9,27.8,0.9908,3.56,0.67,11.1,6.2
1200,8.6,0.64,0.25,2.0,0.081,8.0,28.3,0.9939,3.32,0.6,9.9,6.0
1201,7.0,0.61,0.08,1.8,0.076,8.0,24.0,0.9811,3.3902128012629444,0.52,9.0,5.0
1202,11.6,0.42,0.54,1.5,0.096,22.1,41.0,0.9918,2.94,0.77,10.1,6.4
1203,7.6,0.52,0.11,1.5,0.079,10.9,39.4,0.9869,3.44,0.58,9.6,4.5
1204,7.4,0.34,0.33,2.4,0.067,9.0,26.0,0.9715,3.32,0.6,11.7,6.3
1205,7.1,0.5,0.14,1.8,0.079,10.0,23.0,1.0121,3.49,0.61,10.4,5.6
1206,7.8,0.72,0.01,2.1,0.064,31.2,43.2,0.9932,3.36,0.57,11.7,6.0
1207,7.9,0.73,0.08,2.4,0.091,9.9,40.3,0.9943,3.22,0.7,10.0,6.0
1208,9.9,0.54,0.45,2.3,0.071,15.7,39.6,,3.43,0.62,9.5,4.9
1209,5.5,0.49,0.03,1.8,0.044000000000000004,28.0,87.2,0.9936,3.52,0.82,14.0,7.1
1210,8.1,0.66,0.71,2.2,0.098,24.7,129.0,0.9784,3.14,0.54,8.9,5.9
1211,7.2,0.73,0.05,4.7,0.087,4.0,11.2,0.996,3.43,0.39,10.9,4.3
1212,7.0,0.48,0.2,1.9,0.08199999999999999,9.0,23.1,0.9958,3.31,0.43,9.0,4.1
1213,8.3,0.33,0.32,2.8,0.067,4.0,12.2,1.0129,3.28,0.75,13.0,6.4
1214,10.3,0.67,0.39,1.9,0.054000000000000006,6.0,17.2,0.9965,3.24,0.46,10.1,4.9
1215,7.6,0.43,0.25,2.6,0.073,29.2,63.4,0.9958,3.34,0.58,10.6,6.7
1216,8.9,0.49,0.21,2.3,0.08900000000000001,20.9,38.5,0.9952,3.28,0.83,11.2,6.0
1217,8.2,0.91,0.27,2.1,0.08800000000000001,7.0,23.2,0.9991,3.29,0.47,10.0,3.8
1218,6.1,0.32,0.25,2.3,0.07200000000000001,22.7,58.9,1.0090000000000001,3.45,0.96,10.6,4.5
1219,15.5,0.65,0.49,4.2,0.095,9.9,23.0,0.9941,2.93,0.74,11.0,4.3
1220,6.8,0.81,0.03,7.8,0.079,6.0,12.1,0.9892,3.47,0.5,12.2,4.5
1221,6.7,0.49,0.21,2.3,0.071,13.0,24.0,0.9885,3.41,0.84,11.3,5.8
1222,7.0,0.52,0.03,2.6,0.076,21.0,91.9,0.9918,3.3902128012629444,0.6,9.7,4.9
1223,8.7,0.69,0.3,3.0,0.087,22.5,80.8,0.9975,3.45,0.74,11.7,5.9
1224,7.1,0.31,0.3,2.2,0.053,36.1,127.9,0.9912,2.91,1.62,9.5,5.3
1225,7.8,0.5,0.33,2.0,0.084,15.1,140.3,1.0017,3.22,0.55,9.7,4.9
1226,7.6,0.51,0.24,2.4,0.09,8.1,37.8,,3.5,0.66,9.6,5.4
1227,9.8,0.53,0.57,2.4,0.09300000000000001,30.4,51.3,1.0161,3.17,0.76,11.7,5.4
1228,7.0,0.75,0.03,2.3,0.054000000000000006,7.0,15.9,0.9881,3.43,0.63,11.6,5.6
1229,4.7,0.6,0.17,2.3,0.057999999999999996,17.0,106.6,1.0007,3.86,0.6,13.0,5.7
1230,10.1,0.35,0.38,1.5,0.057999999999999996,30.8,46.9,0.9858,3.21,0.82,10.5,7.9
1231,11.1,0.3,0.59,2.1,0.054000000000000006,7.0,19.1,1.0072,3.22,0.89,10.5,6.7
1232,7.3,0.34,0.23,2.0,0.07200000000000001,29.6,52.3,0.9973,3.4,0.59,10.0,5.1
1233,6.8,0.69,0.09,3.9,0.069,14.9,28.7,0.9954,3.41,0.52,11.1,3.8
1234,8.5,0.72,0.2,2.4,0.076,10.1,38.0,0.9754,3.3,0.65,9.5,5.7
1235,11.3,0.23,0.57,1.8,0.07400000000000001,3.0,8.0,0.9965,3.19,0.7,10.0,6.9
1236,11.1,0.4,0.51,2.0,0.099,18.7,49.6,0.9938,3.1420613985659993,0.58,10.4,5.9
1237,6.4,0.51,0.13,2.3,0.075,28.9,40.5,1.0128,3.44,0.73,11.2,5.9
1238,8.1,0.43,0.29,1.6,0.08,26.9,45.3,0.9987,3.25,0.53,10.3,4.5
1239,7.9,0.28,0.44,1.8,0.081,28.1,68.7,0.9928,3.32,0.65,10.9,5.1
1240,8.8,0.33,0.41,5.9,0.07200000000000001,7.0,13.0,,3.281268283005749,0.62,12.3,7.6
1241,5.1,0.58,0.0,1.7,0.044000000000000004,13.9,84.7,0.9853,3.505209792756651,0.92,12.9,6.8
1242,7.4,0.47,0.46,2.2,0.115,6.9,19.8,1.0207,3.366002908316901,0.64,10.5,5.3
1243,8.8,0.28,0.45,1.7,0.066,7.0,12.0,0.9728,3.24,0.55,12.3,7.2
1244,8.9,0.46,0.23,2.8,0.091,28.1,103.5,1.0066,3.14,0.56,9.2,4.5
1245,9.7,0.88,0.25,2.4,0.10300000000000001,35.6,156.6,1.011,3.226796023877151,0.66,11.3,5.0
1246,11.9,0.26,0.52,1.8,0.07200000000000001,6.1,10.0,0.9911,3.25,0.71,10.1,6.5
1247,7.8,0.84,0.0,2.6,0.081,5.9,13.8,0.9958,3.36,0.53,9.3,6.2
1248,7.7,1.0,0.15,2.1,0.102,11.1,31.5,1.011,3.23,0.48,10.1,5.7
1249,8.7,0.49,0.3,2.0,0.11,18.9,131.8,1.0069,2.94,2.02,9.8,5.4
1250,6.3,0.78,0.0,2.9,0.07200000000000001,25.6,52.2,0.9911,3.53,0.61,11.5,6.6
1251,6.6,0.66,0.0,3.0,0.114,20.9,31.4,0.9949,3.48,0.63,10.3,4.7
1252,9.8,0.51,0.19,3.2,0.081,8.1,30.0,1.0004,3.2207435506406403,0.58,10.5,5.9
1253,9.1,0.41,0.39,2.2,0.065,11.9,31.6,1.0122,3.2631108632962165,0.66,10.0,6.0
1254,6.7,0.74,0.12,2.0,0.086,12.0,80.0,0.997,3.4,0.52,10.0,4.9
1255,6.9,0.45,0.11,2.4,0.044000000000000004,6.0,11.9,0.9794,3.31,0.64,11.5,6.4
1256,7.4,0.41,0.3,2.1,0.083,35.5,72.4,,3.38,0.51,9.4,3.8
1257,8.1,0.3,0.67,8.4,0.05,37.8,290.3,1.0051,3.0,0.51,12.5,7.8
1258,6.9,0.55,0.04,2.9,0.077,7.1,26.8,1.0163,3.3962652744994553,0.92,9.3,5.9
1259,6.7,0.63,0.31,6.0,0.083,7.0,48.8,,3.38,0.69,10.3,5.6
1260,7.9,0.68,0.21,2.1,0.079,33.2,142.0,0.9864,3.26,0.52,10.0,5.5
1261,9.2,0.39,0.4,2.6,0.073,10.1,26.2,0.9784,3.29,0.76,10.1,5.8
1262,7.1,0.68,0.0,2.3,0.083,17.8,27.0,1.0132,3.48,0.55,9.5,5.0
1263,9.4,0.31,0.35,2.3,0.079,10.8,31.2,1.0122,3.37,0.87,12.0,7.2
1264,6.7,0.7,0.08,3.7,0.068,8.2,16.1,0.9878,3.44,0.52,12.8,4.5
1265,10.4,0.31,0.49,2.2,0.063,18.0,39.8,0.9962,3.14,0.51,10.0,6.0
1266,6.4,0.73,0.02,8.0,0.124,68.0,124.6,1.0082,3.41,0.53,9.9,4.5
1267,7.4,0.58,0.03,4.1,0.08,26.6,45.9,0.9902,3.02,0.47,9.2,5.3
1268,8.8,0.4,0.51,2.6,0.051,13.1,27.3,,3.34,0.91,13.2,7.6
1269,9.2,0.28,0.46,9.1,0.114,3.0,9.0,1.0012,3.21,0.59,11.0,6.2
1270,9.5,0.77,0.12,2.9,0.08199999999999999,29.9,73.1,0.9948,3.29,0.63,10.4,6.5
1271,7.1,0.71,0.0,2.3,0.071,21.3,46.7,0.9835,3.3,0.45,9.5,6.1
1272,7.9,0.43,0.25,2.6,0.07400000000000001,29.1,63.3,1.0025,3.35,0.59,10.6,5.7
1273,8.0,0.35,0.33,2.4,0.075,10.8,47.2,0.9882,3.24,0.8,10.9,5.2
1274,8.5,0.18,0.51,1.7,0.07200000000000001,45.0,89.4,1.0062,3.299425702715282,0.76,11.8,6.7
1275,7.6,0.54,0.21,2.2,0.071,7.1,28.1,1.0043,3.29,0.54,9.9,4.6
1276,7.1,0.65,0.0,3.9,0.086,17.0,44.7,1.0066,3.4,0.54,9.7,4.4
1277,9.4,0.34,0.37,2.2,0.07400000000000001,5.1,12.9,0.9936,3.23,0.62,9.3,5.2
1278,9.6,0.73,0.1,2.1,0.08,6.0,30.6,1.0017,3.22,0.56,10.1,5.1
1279,10.6,0.68,0.22,2.7,0.107,16.9,34.4,1.0092,3.32,0.99,10.0,5.6
